pressure[atm]        = 100
temperature[K]       = 200
energy step[1/cm]    = 14
maximum energy[1/cm] = 7362

Bimolecular-to-bimolecular product energy distributions:
  E, kcal/mol       P1->P2
      17.4863  -1.5791e-18  -2.7126e-14
      17.4463 -1.15997e-17 -1.98223e-13
      17.4062 -1.65262e-17 -2.80934e-13
      17.3662  3.16856e-18  5.35809e-14
      17.3262  1.88671e-17  3.17366e-13
      17.2862 -9.22515e-19 -1.54359e-14
      17.2461 -3.88643e-17 -6.46846e-13
      17.2061 -1.85707e-17 -3.07443e-13
      17.1661 -1.39214e-17 -2.29243e-13
      17.1261 -1.67498e-17 -2.74344e-13
       17.086  2.22929e-17  3.63176e-13
       17.046  1.50372e-17  2.43655e-13
       17.006 -2.49776e-17 -4.02541e-13
      16.9659 -1.75921e-17 -2.81981e-13
      16.9259 -2.24241e-18 -3.57482e-14
      16.8859  -4.5109e-18  -7.1521e-14
      16.8459  -2.0618e-18 -3.25118e-14
      16.8058  6.47972e-17  1.01617e-12
      16.7658 -1.01683e-17 -1.58588e-13
      16.7258  2.36158e-17  3.66292e-13
      16.6857  4.52598e-17  6.98127e-13
      16.6457  5.59651e-18  8.58479e-14
      16.6057 -3.09995e-17  -4.7288e-13
      16.5657 -5.41769e-17 -8.21838e-13
      16.5256 -1.78036e-17 -2.68565e-13
      16.4856  1.03982e-18  1.55979e-14
      16.4456   1.2668e-18   1.8896e-14
      16.4056 -9.01451e-17 -1.33706e-12
      16.3655  2.65942e-17  3.92229e-13
      16.3255 -1.12769e-17 -1.65378e-13
      16.2855  4.83371e-17  7.04848e-13
      16.2454 -2.02278e-17 -2.93281e-13
      16.2054  3.48679e-17  5.02661e-13
      16.1654  2.72283e-17  3.90278e-13
      16.1254  6.69228e-17  9.53734e-13
      16.0853  7.21022e-17  1.02163e-12
      16.0453  -2.7556e-17 -3.88189e-13
      16.0053 -4.26242e-17 -5.96977e-13
      15.9653  1.67107e-18  2.32683e-14
      15.9252  7.61712e-17  1.05443e-12
      15.8852 -3.69527e-17 -5.08539e-13
      15.8452  7.73251e-18  1.05789e-13
      15.8051  6.49901e-18    8.839e-14
      15.7651  2.68572e-17  3.63114e-13
      15.7251 -1.04052e-16 -1.39847e-12
      15.6851  9.33802e-17  1.24757e-12
       15.645  1.64554e-17  2.18536e-13
       15.605  1.56348e-16  2.06395e-12
       15.565 -1.09637e-16 -1.43863e-12
       15.525  1.29787e-16  1.69279e-12
      15.4849  1.84564e-17  2.39271e-13
      15.4449 -7.31096e-17  -9.4206e-13
      15.4049  5.90234e-17  7.55933e-13
      15.3648 -3.78342e-16 -4.81604e-12
      15.3248 -3.08013e-17 -3.89685e-13
      15.2848  1.28197e-16  1.61196e-12
      15.2448 -1.63841e-17  -2.0475e-13
      15.2047 -4.59815e-17 -5.71087e-13
      15.1647  3.39073e-17  4.18527e-13
      15.1247 -2.09173e-16  -2.5659e-12
      15.0846  2.02405e-16  2.46747e-12
      15.0446 -2.30582e-16 -2.79348e-12
      15.0046 -2.98611e-16 -3.59507e-12
      14.9646 -2.44718e-17 -2.92779e-13
      14.9245  3.86248e-17  4.59205e-13
      14.8845 -2.79553e-16 -3.30266e-12
      14.8445  8.88182e-17  1.04268e-12
      14.8045  5.62557e-16  6.56228e-12
      14.7644 -3.59006e-16 -4.16123e-12
      14.7244  3.54676e-16  4.08485e-12
      14.6844 -1.92762e-16 -2.20586e-12
      14.6443 -1.76038e-16 -2.00156e-12
      14.6043  4.04269e-16  4.56695e-12
      14.5643   -3.991e-16 -4.47943e-12
      14.5243  1.39011e-16  1.55012e-12
      14.4842   -4.908e-17 -5.43737e-13
      14.4442  5.19352e-16  5.71615e-12
      14.4042 -2.93466e-16 -3.20884e-12
      14.3642 -4.30276e-16 -4.67385e-12
      14.3241 -9.93284e-17 -1.07184e-12
      14.2841 -2.02292e-16 -2.16846e-12
      14.2441 -1.64501e-16 -1.75165e-12
       14.204 -2.34363e-16 -2.47893e-12
       14.164 -9.24051e-16 -9.70858e-12
       14.124  7.88525e-16  8.22902e-12
       14.084  2.91707e-16  3.02372e-12
      14.0439  -3.6561e-16  -3.7641e-12
      14.0039 -2.03569e-15 -2.08158e-11
      13.9639  3.32994e-16  3.38176e-12
      13.9239 -1.79726e-18 -1.81271e-14
      13.8838 -6.49053e-16 -6.50129e-12
      13.8438 -5.57666e-16 -5.54728e-12
      13.8038 -9.08262e-16 -8.97207e-12
      13.7637   1.8628e-15   1.8273e-11
      13.7237 -7.23476e-16 -7.04725e-12
      13.6837 -8.83015e-16 -8.54088e-12
      13.6437 -3.72524e-16 -3.57779e-12
      13.6036   1.4749e-16  1.40649e-12
      13.5636 -8.24061e-16 -7.80253e-12
      13.5236  1.47461e-15  1.38626e-11
      13.4835 -7.43022e-16   -6.935e-12
      13.4435  1.40469e-15  1.30164e-11
      13.4035  8.00489e-16  7.36413e-12
      13.3635  -1.9381e-15 -1.77005e-11
      13.3234   3.0622e-16  2.77634e-12
      13.2834  -8.0375e-16 -7.23395e-12
      13.2434 -8.45352e-16 -7.55258e-12
      13.2034  3.02098e-15  2.67913e-11
      13.1633 -4.66897e-16    -4.11e-12
      13.1233 -1.19038e-15 -1.04008e-11
      13.0833 -5.07901e-16 -4.40462e-12
      13.0432  6.75731e-16  5.81617e-12
      13.0032 -4.17939e-16 -3.57023e-12
      12.9632  1.06306e-15  9.01251e-12
      12.9232  1.19314e-15  1.00385e-11
      12.8831 -1.71303e-15 -1.43028e-11
      12.8431  2.09852e-15  1.73872e-11
      12.8031 -8.08019e-16 -6.64334e-12
      12.7631 -5.54476e-15 -4.52356e-11
       12.723  5.27722e-15   4.2719e-11
       12.683  6.75931e-16  5.42903e-12
       12.643  2.04678e-16  1.63109e-12
      12.6029 -1.68789e-15 -1.33452e-11
      12.5629  3.27266e-16  2.56705e-12
      12.5229  3.91614e-15  3.04741e-11
      12.4829 -2.67304e-15 -2.06348e-11
      12.4428  3.45167e-15  2.64317e-11
      12.4028  -2.2832e-15  -1.7343e-11
      12.3628  3.71505e-15  2.79908e-11
      12.3228 -2.91302e-15 -2.17692e-11
      12.2827   -2.845e-15  -2.1087e-11
      12.2427  5.67521e-15  4.17186e-11
      12.2027 -3.57668e-15  -2.6075e-11
      12.1626  1.08046e-14  7.81146e-11
      12.1226  8.25761e-16  5.92029e-12
      12.0826 -1.03949e-15  -7.3902e-12
      12.0426 -7.95885e-15 -5.61071e-11
      12.0025 -5.06578e-15 -3.54103e-11
      11.9625  6.94028e-15  4.81017e-11
      11.9225   7.9818e-15  5.48491e-11
      11.8824 -8.95171e-15  -6.0988e-11
      11.8424 -1.28567e-15 -8.68408e-12
      11.8024  1.28576e-14  8.60983e-11
      11.7624 -8.67885e-15 -5.76134e-11
      11.7223  3.26303e-14  2.14731e-10
      11.6823 -2.33041e-15 -1.52021e-11
      11.6423  1.31635e-14   8.5119e-11
      11.6023 -2.54257e-14 -1.62966e-10
      11.5622  3.42926e-15   2.1786e-11
      11.5222 -4.55896e-15 -2.87066e-11
      11.4822  6.24239e-16  3.89575e-12
      11.4421  8.74269e-15  5.40745e-11
      11.4021  3.03924e-14  1.86296e-10
      11.3621  -1.9424e-14 -1.17993e-10
      11.3221 -1.97124e-14 -1.18663e-10
       11.282 -3.42627e-14 -2.04382e-10
       11.242  1.26922e-14  7.50211e-11
       11.202 -1.18827e-14 -6.95938e-11
       11.162  2.22462e-14  1.29094e-10
      11.1219 -1.73839e-14 -9.99478e-11
      11.0819 -2.46429e-14  -1.4037e-10
      11.0419 -2.71911e-14 -1.53444e-10
      11.0018   2.5195e-15  1.40851e-11
      10.9618  6.64108e-14  3.67778e-10
      10.9218 -6.41884e-15 -3.52117e-11
      10.8818 -4.19974e-14   -2.282e-10
      10.8417  3.13761e-14  1.68864e-10
      10.8017 -9.19088e-15 -4.89917e-11
      10.7617 -4.35186e-14 -2.29745e-10
      10.7217  1.52557e-14  7.97605e-11
      10.6816  4.11961e-14  2.13293e-10
      10.6416 -5.10217e-14 -2.61589e-10
      10.6016  4.27115e-15  2.16837e-11
      10.5615  1.47326e-14  7.40578e-11
      10.5215 -3.67667e-14  -1.8299e-10
      10.4815  4.23354e-14  2.08611e-10
      10.4415  1.64324e-15  8.01626e-12
      10.4014 -5.16254e-15 -2.49317e-11
      10.3614 -2.42707e-14 -1.16029e-10
      10.3214  6.48907e-15  3.07071e-11
      10.2813 -2.62628e-14 -1.23013e-10
      10.2413 -1.38107e-14 -6.40256e-11
      10.2013 -1.35961e-14 -6.23816e-11
      10.1613 -4.99285e-14 -2.26712e-10
      10.1212 -1.59604e-14 -7.17193e-11
      10.0812  9.11682e-14  4.05397e-10
      10.0412  8.42487e-15  3.70701e-11
      10.0012 -2.47845e-14 -1.07905e-10
      9.96113  4.58296e-14  1.97419e-10
       9.9211  5.38247e-14  2.29394e-10
      9.88107 -3.23976e-14 -1.36599e-10
      9.84105  -5.9673e-14 -2.48898e-10
      9.80102  -5.7045e-14 -2.35367e-10
      9.76099 -8.98206e-14 -3.66575e-10
      9.72096 -4.84917e-14 -1.95742e-10
      9.68094 -6.47405e-14 -2.58462e-10
      9.64091 -1.48581e-13 -5.86623e-10
      9.60088   1.5141e-13  5.91148e-10
      9.56085 -1.51781e-14 -5.85969e-11
      9.52083  2.28232e-14  8.71196e-11
